"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","cell morphogenesis involved in neuron differentiation","GO:0048667","false","0.0007088312764152522","3.1494571279228087","595","656","43","21017","ENSG00000099250,ENSG00000150093,ENSG00000165323,ENSG00000149972,ENSG00000204852,ENSG00000188906,ENSG00000139304,ENSG00000139220,ENSG00000139687,ENSG00000165588,ENSG00000021645,ENSG00000165533,ENSG00000182636,ENSG00000171956,ENSG00000170558,chr18:52500000:53000000,ENSG00000173482,ENSG00000121454,ENSG00000143032,ENSG00000154645,ENSG00000078018,ENSG00000134121,ENSG00000170017,ENSG00000169760,ENSG00000073803,ENSG00000174013,ENSG00000180370,ENSG00000169855,ENSG00000080224,ENSG00000145242,ENSG00000091010,ENSG00000168621,ENSG00000081189,ENSG00000196569,ENSG00000184486,ENSG00000189056,ENSG00000006468,ENSG00000158321,ENSG00000075213,ENSG00000170381,ENSG00000105880,ENSG00000156687,ENSG00000153707"
"GO:BP","multicellular organism development","GO:0007275","false","0.0010478981857695918","2.9796809115378498","4658","656","199","21017","ENSG00000138166,ENSG00000108061,ENSG00000150593,ENSG00000203867,ENSG00000077943,ENSG00000148516,ENSG00000099250,ENSG00000150093,ENSG00000150347,ENSG00000165323,ENSG00000149972,ENSG00000111245,ENSG00000186298,ENSG00000204852,ENSG00000052126,ENSG00000069431,ENSG00000121361,ENSG00000188906,ENSG00000139263,ENSG00000156076,ENSG00000067715,ENSG00000111046,ENSG00000111049,ENSG00000139304,ENSG00000139220,ENSG00000111732,ENSG00000197614,ENSG00000083782,ENSG00000111144,ENSG00000111145,ENSG00000185950,ENSG00000136156,ENSG00000139679,ENSG00000139687,ENSG00000118946,ENSG00000150361,ENSG00000092148,ENSG00000151320,ENSG00000168348,ENSG00000139915,ENSG00000165588,ENSG00000020426,ENSG00000100625,ENSG00000126778,ENSG00000184302,ENSG00000072415,ENSG00000021645,ENSG00000165533,ENSG00000182636,ENSG00000248905,ENSG00000159251,ENSG00000067369,ENSG00000166947,ENSG00000069667,ENSG00000171956,ENSG00000182718,ENSG00000103494,ENSG00000078328,ENSG00000065559,ENSG00000101596,ENSG00000132205,ENSG00000170558,chr18:52500000:53000000,ENSG00000196628,ENSG00000172175,ENSG00000198796,ENSG00000101680,ENSG00000173482,ENSG00000128791,ENSG00000178127,ENSG00000116132,ENSG00000121454,ENSG00000116962,ENSG00000180875,ENSG00000174371,ENSG00000123080,ENSG00000172260,ENSG00000153936,ENSG00000143032,ENSG00000214078,ENSG00000182621,ENSG00000154645,ENSG00000154654,ENSG00000136531,ENSG00000163092,ENSG00000128645,ENSG00000128652,ENSG00000128709,ENSG00000128710,ENSG00000128713,ENSG00000128714,ENSG00000144320,ENSG00000170166,ENSG00000170178,ENSG00000174279,ENSG00000175879,ENSG00000078018,ENSG00000115053,ENSG00000135914,ENSG00000115760,ENSG00000183023,ENSG00000162928,ENSG00000162929,ENSG00000198369,ENSG00000134121,ENSG00000114423,ENSG00000170017,ENSG00000181744,ENSG00000152580,ENSG00000169313,ENSG00000174946,ENSG00000169760,ENSG00000163872,ENSG00000073803,ENSG00000187068,ENSG00000163961,ENSG00000174004,ENSG00000174013,ENSG00000180370,ENSG00000077092,ENSG00000175928,ENSG00000144724,ENSG00000183662,ENSG00000169855,ENSG00000080224,ENSG00000145362,ENSG00000174607,ENSG00000138650,ENSG00000109705,ENSG00000164161,ENSG00000170390,ENSG00000038295,ENSG00000164107,ENSG00000179059,ENSG00000151834,ENSG00000150471,ENSG00000145242,ENSG00000134986,ENSG00000064651,ENSG00000138829,ENSG00000091010,ENSG00000113302,ENSG00000176788,ENSG00000113100,ENSG00000168621,ENSG00000070193,ENSG00000164283,ENSG00000081189,ENSG00000112367,ENSG00000146374,ENSG00000196569,ENSG00000112319,ENSG00000118513,ENSG00000135541,ENSG00000069122,ENSG00000153292,ENSG00000180113,ENSG00000146085,ENSG00000096696,ENSG00000153162,ENSG00000111799,ENSG00000112697,ENSG00000196586,ENSG00000184486,ENSG00000189056,ENSG00000128573,ENSG00000006468,ENSG00000158321,ENSG00000075213,ENSG00000170381,ENSG00000008277,ENSG00000157240,ENSG00000005981,ENSG00000006377,ENSG00000105880,ENSG00000231764,ENSG00000176406,ENSG00000147650,ENSG00000164935,ENSG00000169946,chr8:115000000:115500000,ENSG00000187955,ENSG00000170961,ENSG00000156687,ENSG00000176907,ENSG00000168333,ENSG00000156103,ENSG00000104312,ENSG00000104320,ENSG00000095209,ENSG00000106692,ENSG00000186051,ENSG00000041982,ENSG00000078725,ENSG00000096872,ENSG00000137055,ENSG00000135046,ENSG00000099139,ENSG00000153707"
"GO:BP","axonogenesis","GO:0007409","false","0.0012476541192631223","2.903905795194492","464","656","36","21017","ENSG00000099250,ENSG00000150093,ENSG00000149972,ENSG00000204852,ENSG00000165588,ENSG00000021645,ENSG00000165533,ENSG00000182636,ENSG00000171956,ENSG00000170558,chr18:52500000:53000000,ENSG00000173482,ENSG00000121454,ENSG00000143032,ENSG00000154645,ENSG00000078018,ENSG00000134121,ENSG00000170017,ENSG00000073803,ENSG00000174013,ENSG00000180370,ENSG00000169855,ENSG00000080224,ENSG00000145242,ENSG00000091010,ENSG00000168621,ENSG00000196569,ENSG00000184486,ENSG00000189056,ENSG00000006468,ENSG00000158321,ENSG00000075213,ENSG00000170381,ENSG00000105880,ENSG00000156687,ENSG00000153707"
"GO:BP","axon development","GO:0061564","false","0.0013344789917363725","2.8746882587777725","526","656","39","21017","ENSG00000099250,ENSG00000150093,ENSG00000149972,ENSG00000204852,ENSG00000165588,ENSG00000021645,ENSG00000165533,ENSG00000182636,ENSG00000171956,ENSG00000170558,chr18:52500000:53000000,ENSG00000173482,ENSG00000121454,ENSG00000143032,ENSG00000154645,ENSG00000154654,ENSG00000078018,ENSG00000134121,ENSG00000170017,ENSG00000073803,ENSG00000174013,ENSG00000180370,ENSG00000169855,ENSG00000080224,ENSG00000145242,ENSG00000134986,ENSG00000091010,ENSG00000168621,ENSG00000196569,ENSG00000184486,ENSG00000189056,ENSG00000006468,ENSG00000158321,ENSG00000075213,ENSG00000170381,ENSG00000105880,ENSG00000156687,ENSG00000041982,ENSG00000153707"
"GO:BP","neuron projection development","GO:0031175","false","0.003414450291543422","2.4666792054717255","1014","656","60","21017","ENSG00000108061,ENSG00000099250,ENSG00000150093,ENSG00000165323,ENSG00000149972,ENSG00000204852,ENSG00000188906,ENSG00000067715,ENSG00000139220,ENSG00000139687,ENSG00000150361,ENSG00000165588,ENSG00000021645,ENSG00000165533,ENSG00000182636,ENSG00000171956,ENSG00000170558,chr18:52500000:53000000,ENSG00000101680,ENSG00000173482,ENSG00000116132,ENSG00000121454,ENSG00000172260,ENSG00000143032,ENSG00000214078,ENSG00000154645,ENSG00000154654,ENSG00000078018,ENSG00000134121,ENSG00000170017,ENSG00000169760,ENSG00000073803,ENSG00000174013,ENSG00000180370,ENSG00000144724,ENSG00000169855,ENSG00000080224,ENSG00000174607,ENSG00000145242,ENSG00000134986,ENSG00000091010,ENSG00000168621,ENSG00000081189,ENSG00000196569,ENSG00000153292,ENSG00000112697,ENSG00000184486,ENSG00000189056,ENSG00000006468,ENSG00000158321,ENSG00000075213,ENSG00000170381,ENSG00000157240,ENSG00000105880,ENSG00000176406,ENSG00000147650,ENSG00000156687,ENSG00000041982,ENSG00000137055,ENSG00000153707"
"GO:BP","neuron projection morphogenesis","GO:0048812","false","0.0035728515289068694","2.446985030681467","654","656","44","21017","ENSG00000099250,ENSG00000150093,ENSG00000149972,ENSG00000204852,ENSG00000188906,ENSG00000067715,ENSG00000139220,ENSG00000165588,ENSG00000021645,ENSG00000165533,ENSG00000182636,ENSG00000171956,ENSG00000170558,chr18:52500000:53000000,ENSG00000173482,ENSG00000121454,ENSG00000143032,ENSG00000214078,ENSG00000154645,ENSG00000078018,ENSG00000134121,ENSG00000170017,ENSG00000169760,ENSG00000073803,ENSG00000174013,ENSG00000180370,ENSG00000169855,ENSG00000080224,ENSG00000174607,ENSG00000145242,ENSG00000091010,ENSG00000168621,ENSG00000196569,ENSG00000184486,ENSG00000189056,ENSG00000006468,ENSG00000158321,ENSG00000075213,ENSG00000170381,ENSG00000105880,ENSG00000176406,ENSG00000156687,ENSG00000137055,ENSG00000153707"
"GO:BP","nervous system development","GO:0007399","false","0.0041924953962613086","2.3775274056161897","2541","656","120","21017","ENSG00000108061,ENSG00000077943,ENSG00000148516,ENSG00000099250,ENSG00000150093,ENSG00000165323,ENSG00000149972,ENSG00000186298,ENSG00000204852,ENSG00000121361,ENSG00000188906,ENSG00000067715,ENSG00000139304,ENSG00000139220,ENSG00000185950,ENSG00000136156,ENSG00000139687,ENSG00000118946,ENSG00000150361,ENSG00000168348,ENSG00000139915,ENSG00000165588,ENSG00000020426,ENSG00000100625,ENSG00000126778,ENSG00000072415,ENSG00000021645,ENSG00000165533,ENSG00000182636,ENSG00000069667,ENSG00000171956,ENSG00000182718,ENSG00000103494,ENSG00000078328,ENSG00000170558,chr18:52500000:53000000,ENSG00000196628,ENSG00000101680,ENSG00000173482,ENSG00000128791,ENSG00000178127,ENSG00000116132,ENSG00000121454,ENSG00000123080,ENSG00000172260,ENSG00000143032,ENSG00000214078,ENSG00000182621,ENSG00000154645,ENSG00000154654,ENSG00000136531,ENSG00000128645,ENSG00000128652,ENSG00000128709,ENSG00000128710,ENSG00000078018,ENSG00000162928,ENSG00000134121,ENSG00000170017,ENSG00000152580,ENSG00000169313,ENSG00000169760,ENSG00000073803,ENSG00000187068,ENSG00000174004,ENSG00000174013,ENSG00000180370,ENSG00000077092,ENSG00000175928,ENSG00000144724,ENSG00000183662,ENSG00000169855,ENSG00000080224,ENSG00000145362,ENSG00000174607,ENSG00000138650,ENSG00000164161,ENSG00000170390,ENSG00000164107,ENSG00000151834,ENSG00000150471,ENSG00000145242,ENSG00000134986,ENSG00000091010,ENSG00000176788,ENSG00000113100,ENSG00000168621,ENSG00000070193,ENSG00000081189,ENSG00000112367,ENSG00000196569,ENSG00000118513,ENSG00000135541,ENSG00000153292,ENSG00000153162,ENSG00000112697,ENSG00000196586,ENSG00000184486,ENSG00000189056,ENSG00000128573,ENSG00000006468,ENSG00000158321,ENSG00000075213,ENSG00000170381,ENSG00000008277,ENSG00000157240,ENSG00000006377,ENSG00000105880,ENSG00000231764,ENSG00000176406,ENSG00000147650,ENSG00000156687,ENSG00000104320,ENSG00000106692,ENSG00000186051,ENSG00000041982,ENSG00000078725,ENSG00000137055,ENSG00000135046,ENSG00000153707"
"GO:BP","plasma membrane bounded cell projection morphogenesis","GO:0120039","false","0.0067078276002821655","2.17341810784417","670","656","44","21017","ENSG00000099250,ENSG00000150093,ENSG00000149972,ENSG00000204852,ENSG00000188906,ENSG00000067715,ENSG00000139220,ENSG00000165588,ENSG00000021645,ENSG00000165533,ENSG00000182636,ENSG00000171956,ENSG00000170558,chr18:52500000:53000000,ENSG00000173482,ENSG00000121454,ENSG00000143032,ENSG00000214078,ENSG00000154645,ENSG00000078018,ENSG00000134121,ENSG00000170017,ENSG00000169760,ENSG00000073803,ENSG00000174013,ENSG00000180370,ENSG00000169855,ENSG00000080224,ENSG00000174607,ENSG00000145242,ENSG00000091010,ENSG00000168621,ENSG00000196569,ENSG00000184486,ENSG00000189056,ENSG00000006468,ENSG00000158321,ENSG00000075213,ENSG00000170381,ENSG00000105880,ENSG00000176406,ENSG00000156687,ENSG00000137055,ENSG00000153707"
"GO:BP","neuron projection guidance","GO:0097485","false","0.007183953649545836","2.143636478374635","247","656","23","21017","ENSG00000099250,ENSG00000149972,ENSG00000165588,ENSG00000021645,ENSG00000165533,chr18:52500000:53000000,ENSG00000173482,ENSG00000121454,ENSG00000134121,ENSG00000170017,ENSG00000169855,ENSG00000080224,ENSG00000145242,ENSG00000091010,ENSG00000168621,ENSG00000196569,ENSG00000189056,ENSG00000006468,ENSG00000075213,ENSG00000170381,ENSG00000105880,ENSG00000156687,ENSG00000153707"
"GO:BP","axon guidance","GO:0007411","false","0.007183953649545836","2.143636478374635","247","656","23","21017","ENSG00000099250,ENSG00000149972,ENSG00000165588,ENSG00000021645,ENSG00000165533,chr18:52500000:53000000,ENSG00000173482,ENSG00000121454,ENSG00000134121,ENSG00000170017,ENSG00000169855,ENSG00000080224,ENSG00000145242,ENSG00000091010,ENSG00000168621,ENSG00000196569,ENSG00000189056,ENSG00000006468,ENSG00000075213,ENSG00000170381,ENSG00000105880,ENSG00000156687,ENSG00000153707"
